text,person,fiction_or_not
"The Official Eminem Box Set, a career-spanning, 10-disc vinyl box set, was released on March 12, 2015. The set includes seven of Eminem's eight studio albums (excluding Infinite), the 8 Mile soundtrack, the compilation Eminem Presents: The Re-Up and the greatest hits collection Curtain Call: The Hits.[161] Early in the year, it was announced that he would appear on Tech N9ne's ""Speedom (Worldwide Choppers 2)"".[162] The song, also featuring Krizz Kaliko, was released on April 20. Eminem also appeared on Yelawolf's ""Best Friend"", the single from Love Story.",eminem.txt,True
"Eminem is the executive producer of the soundtrack on the sports drama Southpaw, with Shady Records. The first single from the soundtrack called 'Phenomenal' was released on June 2, 2015.[163] Another single, ""Kings Never Die"" by Eminem featuring Gwen Stefani, was released on July 10, 2015, on YouTube via Eminem's Vevo account.[164] Eminem was the first interview of Zane Lowe in Beats 1. The interview streamed online on the Beats 1 radio on[165] July 1, 2015.",eminem.txt,True
"Eminem appeared on the public access show Only in Monroe, produced in Monroe, Michigan and was interviewed by guest host Stephen Colbert for an episode that aired July 1, 2015. In the episode Eminem sang snippets of Bob Seger songs at Colbert's prompting and briefly discussed Southpaw.[166] In June 2015, it was revealed that Eminem would serve as the executive producer and music supervisor on the TV series Motor City whose premise was based upon the 2002 film Narc.[167]",eminem.txt,True
"In September 2016, Eminem was featured on Skylar Grey's song, ""Kill For You"", which appears on her album, Natural Causes.[168] On October 19, 2016, Eminem released a new song called ""Campaign Speech"", a political hip hop song and announced he was working on a new album.[169] On November 17, 2016, Eminem released a remastered version of 'Infinite' on his YouTube VEVO channel.[170] On November 22, 2016, Eminem released a trailer for a 10-minute short documentary called Partners in Rhyme: The True Story of Infinite.[171]",eminem.txt,True
2017–2019: Revival and Kamikaze,eminem.txt,True
Eminem performing in 2018,eminem.txt,True
"In February 2017, Eminem appeared on ""No Favors"", a track from Big Sean's album I Decided. In the song, Eminem calls the newly elected President Donald Trump a ""bitch"" and also raps about raping conservative social and political commentator Ann Coulter, who is a Trump supporter, with a variety of foreign objects. Coulter responded to the lyrics, stating, ""I think it's unfortunate that the left, from Berkeley to Eminem with his rap songs, has normalized violence against women, as Eminem has done.""[172] Eminem participated in the 2017 BET Hip Hop Awards' annual cypher, using his verse, a freestyle rap called ""The Storm"",[173] to further criticize Trump and the administration[174] for, among other things, Trump's focus on National Football League players' protests during ""The Star Spangled Banner"" over Hurricane Maria recovery efforts[175] and lack of gun control reform in the wake of the 2017 Las Vegas shooting.[174] Eminem ended the cypher by giving an ultimatum saying that Trump supporters cannot be his fans.[175] The verse received wide praise among other rappers following its release.[176] In October 2017, Eminem appeared on ""Revenge"", a track from Pink's album Beautiful Trauma.[177] It was reported that the Secret Service interviewed Eminem in 2018–2019, regarding threatening lyrics towards President Trump and daughter Ivanka.[178]",eminem.txt,True
"Starting in late October 2017, Eminem and Paul Rosenberg began teasing what fans speculated was the title of a new album titled Revival, in the form of advertisements for a fake medication of the same name.[179] Later in November, the first single ""Walk on Water"" was released, which featured Beyoncé.[180] The song was first performed, by Eminem, at the 2017 MTV Europe Music Awards on November 12, featuring Skylar Grey.[181] He appeared on Saturday Night Live on November 18, performing ""Walk on Water"", ""Stan"" and ""Love the Way You Lie"" with Skylar Grey.[182] On November 28, Dr. Dre posted a video confirming the album's release date as December 15, 2017.[183] On December 8, Eminem released a promotional single titled ""Untouchable"", which featured a sample from the duo Cheech & Chong.[184] Despite an online leak of the album two days prior,[185] Revival was released as planned on December 15. On January 5, 2018, the second single ""River"" was released, which featured Ed Sheeran.[186][187][188] It became Eminem's eighth consecutive album to top the US Billboard 200 upon release with 197,000 copies sold in its first week. As a result, he became the first musical act to have eight entries in a row debut atop the chart.[189] The album was met with mixed reviews from music critics and is generally considered his worst album.[190][191][192] In 2018, an extended edition of ""Nowhere Fast"" with Kehlani and a remix of ""Chloraseptic"" featuring 2 Chainz and Phresher were released from Revival.[193][194]",eminem.txt,True
"On August 31, 2018, Eminem released his tenth studio album and first surprise album Kamikaze, making it his second full-length studio album in 8 months.[195] The album topped the Billboard 200, making it his ninth album in a row to do so, after selling 434,000 units in the first week.[196] The album was released as a response to criticism of Revival, his worst rated album.[197][192] The album was promoted with three singles: ""Fall"", ""Venom"" from the 2018 film of the same name, and ""Lucky You"".[198] During the October 15, 2018, episode of the late-night television show Jimmy Kimmel Live!, Eminem performed the song ""Venom"" at the 103rd floor of the Empire State Building in New York City as a promotion of the album.[199]",eminem.txt,True
"On December 1, Eminem released an 11 minute freestyle to his YouTube channel titled 'Kick off'.[200] Eminem collaborated with several artists throughout early 2019, including Boogie, Logic, Ed Sheeran, 50 Cent and Conway the Machine.[201][202][203][204] On February 23, 2019, to celebrate its 20th anniversary, Eminem released a re-issue of The Slim Shady LP, including acapellas, instrumentals and radio edited versions of tracks from the album.[205]",eminem.txt,True
2020–2023: Music to Be Murdered By and Curtain Call 2,eminem.txt,True
"On January 17, 2020, Eminem released another surprise album Music to Be Murdered By. Recorded from 2019 to 2020, the album features guest appearances by Young M.A., Royce da 5'9"", Q-Tip, Denaun Porter, White Gold, Ed Sheeran, Juice WRLD, Skylar Grey, Anderson .Paak, Don Toliver, Kxng Crooked, Joell Ortiz and Black Thought.[206] The album debuted at number one on the Billboard 200, selling 279,000 album-equivalent units in its first week. Subsequently, Eminem became the first artist to have ten consecutive albums debut at number one in the US and one of six artists to have released at least ten US number-one albums.[207] Music critics praised Eminem's lyrical abilities and the improved production after Kamikaze, while criticism directed towards the album's formulaic song structure, lack of innovation and shock value.[208]",eminem.txt,True
"The lyrics of ""Unaccommodating"", in which Eminem referenced the 2017 Manchester Arena bombing, drew significant criticism, with many critics finding the lyrics objectionable. The mayor of Manchester denounced the song's lyrics, describing them as ""unnecessarily hurtful and deeply disrespectful"". The lyrics also drew widespread criticism from victims' relatives and others involved in the attack.[209] On February 9, 2020, Mathers performed ""Lose Yourself"" at the 92nd Academy Awards.[210] On March 9, 2020, the music video for the song ""Godzilla"" was released on YouTube through Lyrical Lemonade's channel. The video features Mike Tyson and Dr. Dre. As of October 8, 2022, the music video has over 520.9 million views.[211] On March 11, 2020, Music to Be Murdered By was certified Gold.[212] On July 9, 2020, Kid Cudi's daughter Vada announced via social media that he was releasing a song with Eminem called ""The Adventures of Moon Man & Slim Shady"" the coming Friday.[213]",eminem.txt,True
